"carat","cut","color","clarity","depth","table","price","x","y","z"
1.5,"Ideal","G","VS2",63,56,12821,7.32,7.26,4.59
1.19,"Premium","I","SI2",62.6,58,4498,6.82,6.69,4.23
0.3,"Good","G","VVS2",63.6,57,878,4.3,4.26,2.72
1.53,"Very Good","E","VS1",60.7,60,14931,7.38,7.52,4.52
1,"Ideal","H","SI1",60.3,56,4788,6.54,6.52,3.94
1.09,"Ideal","G","SI2",61.7,57,4733,6.57,6.62,4.07
0.58,"Ideal","G","SI2",62.2,55,1343,5.4,5.36,3.35
0.36,"Ideal","H","SI1",62.3,57,648,4.58,4.54,2.84
0.41,"Premium","E","VS1",62,60,1153,4.78,4.74,2.95
0.43,"Good","H","VVS1",60,61,1000,4.91,4.93,2.95
1.06,"Ideal","D","VVS2",62,56,12053,6.53,6.57,4.06
0.9,"Good","F","VS2",59.8,61,4253,6.18,6.22,3.71
1,"Good","E","SI1",59.3,61,4916,6.42,6.53,3.84
0.81,"Very Good","G","VS1",63.1,58,3507,5.92,5.96,3.75
0.3,"Ideal","G","VVS1",62.6,54,789,4.25,4.28,2.67
0.55,"Ideal","G","VS2",60.4,56,1854,5.38,5.31,3.23
1.08,"Very Good","G","VS2",62.3,58,6415,6.5,6.54,4.06
0.82,"Good","J","SI1",57.5,62,2140,6.25,6.2,3.58
1.02,"Good","D","SI2",58.9,65,3842,6.59,6.54,3.87
1.17,"Good","G","VS1",60,64,7972,6.82,6.77,4.08
0.5,"Premium","F","VS2",61.7,60,1323,5.06,5.02,3.11
0.74,"Ideal","G","VS1",61.2,56,3635,5.83,5.86,3.58
0.51,"Very Good","E","VS2",63.3,56,1781,5.12,5.08,3.23
1.11,"Ideal","G","IF",61.2,54,10053,6.71,6.73,4.11
1.2,"Very Good","H","SI1",61,58,6019,6.84,6.92,4.2
0.91,"Ideal","F","VS2",62.6,55,5261,6.2,6.23,3.89
0.36,"Premium","E","SI1",60.9,60,810,4.61,4.56,2.79
0.52,"Premium","F","SI1",59.5,59,1244,5.24,5.31,3.14
0.54,"Ideal","E","SI1",61.5,57,1637,5.25,5.22,3.22
1.02,"Premium","G","SI1",61,59,4633,6.44,6.48,3.94
0.32,"Premium","G","SI1",61.6,58,612,4.4,4.36,2.7
1,"Very Good","G","VVS2",64.9,57,6818,6.21,6.28,4.05
0.71,"Very Good","G","SI1",61.1,61,1942,5.71,5.72,3.49
0.54,"Good","D","VS1",63.2,56,1939,5.21,5.23,3.3
0.8,"Good","D","SI2",64,60,2229,5.91,5.81,3.75
1.11,"Ideal","G","VS2",61.2,56,6982,6.68,6.65,4.08
1,"Ideal","E","VS2",62,55,6043,6.42,6.38,3.97
0.31,"Ideal","E","VS2",61.6,56,680,4.32,4.38,2.68
0.9,"Good","H","I1",57.4,63,1939,6.38,6.33,3.65
1.51,"Ideal","G","SI1",61.6,57,11917,7.34,7.31,4.52
1.05,"Ideal","J","SI2",61.3,56,4364,6.56,6.59,4.03
0.5,"Ideal","E","VS2",62.3,57,1559,5.04,5.08,3.15
0.51,"Good","E","VVS2",60.7,57.7,2523,5.17,5.19,3.14
0.5,"Premium","F","VS2",60.9,58,1436,5.1,5.14,3.12
0.32,"Ideal","F","VVS1",61.7,55,867,4.38,4.43,2.72
1.01,"Very Good","H","SI1",62.3,63,4449,6.3,6.23,3.9
0.32,"Ideal","I","VS1",62.4,54,523,4.38,4.4,2.74
2.52,"Premium","I","SI1",58.5,59,18252,8.9,8.87,5.2
1.54,"Very Good","I","SI2",60.1,61,7589,7.41,7.46,4.47
1.07,"Ideal","D","SI1",61.8,55,5872,6.59,6.54,4.06
0.8,"Premium","G","VS1",62.5,58,3514,5.9,5.94,3.7
1.01,"Very Good","I","SI2",63.7,56,4047,6.33,6.38,4.05
0.9,"Very Good","E","SI1",62.6,58,4315,6.11,6.15,3.84
0.82,"Ideal","F","SI2",62.3,56,2841,5.96,6.02,3.73
0.3,"Premium","H","SI1",61.3,61,540,4.27,4.25,2.61
0.74,"Good","G","VS2",64.2,53,2322,5.72,5.69,3.66
1,"Ideal","E","SI2",61.8,57,4829,6.43,6.39,3.96
0.41,"Premium","E","SI2",60,59,683,4.78,4.82,2.88
0.54,"Ideal","F","VS2",62.2,57,1662,5.21,5.24,3.25
0.71,"Good","E","SI1",60.8,62,2511,5.7,5.74,3.48
0.51,"Very Good","G","VS2",61.2,55,1397,5.13,5.16,3.15
0.41,"Ideal","E","VVS1",61.9,58,1442,4.77,4.8,2.96
0.39,"Ideal","E","VS1",62.3,54.4,1004,4.66,4.69,2.91
0.9,"Very Good","F","VS2",62.6,58,4681,6.08,6.13,3.82
0.35,"Ideal","E","VS2",62.2,56,984,4.53,4.51,2.81
1.23,"Ideal","I","VS1",61.5,56,6435,6.86,6.89,4.23
0.56,"Ideal","I","VVS1",62,57,1698,5.33,5.29,3.29
0.31,"Premium","G","IF",61.6,55,988,4.42,4.38,2.71
0.3,"Ideal","D","VVS2",59.4,60,802,4.39,4.47,2.63
0.23,"Very Good","F","VS1",62.1,58,373,3.91,3.95,2.44
1.28,"Ideal","I","VS2",61.4,57,6308,7.04,6.97,4.3
0.5,"Ideal","H","VS2",62.3,58,1400,5.12,5.05,3.17
0.37,"Ideal","F","SI1",62.4,54,616,4.6,4.63,2.88
1.01,"Ideal","G","VS2",62.4,56,5946,6.42,6.39,4
0.8,"Very Good","G","SI1",62.9,56,3070,5.88,5.95,3.72
0.44,"Very Good","E","VS1",60.7,58,1158,4.88,4.91,2.97
1.21,"Ideal","G","VVS1",61.4,58,10483,6.85,6.89,4.22
0.8,"Premium","J","VS1",61.6,60,2202,5.94,5.88,3.64
1.22,"Premium","H","VS2",62.7,58,5930,6.77,6.73,4.23
0.3,"Premium","F","VS1",59.8,60,799,4.39,4.31,2.6
0.35,"Ideal","E","SI1",60.7,56,667,4.57,4.59,2.78
0.56,"Very Good","H","SI1",61.2,57,1179,5.28,5.31,3.24
1.22,"Ideal","H","VS1",62.6,56,8167,6.83,6.87,4.29
0.26,"Ideal","E","VVS1",61.7,56,814,4.11,4.09,2.53
0.5,"Very Good","G","VVS1",63.7,58,2180,5.01,5.04,5.06
1.26,"Premium","J","VS2",62.1,58,5015,6.9,6.95,4.3
0.34,"Ideal","G","VS2",62.1,57,765,4.5,4.46,2.78
1.51,"Premium","F","SI2",59.9,58,9471,7.53,7.46,4.49
1.03,"Ideal","G","VVS2",61.2,57,8483,6.48,6.52,3.98
0.3,"Ideal","H","SI1",61.9,57,450,4.3,4.32,2.67
1,"Premium","H","VS2",60.2,62,4514,6.46,6.43,3.88
0.24,"Very Good","E","VVS2",60.3,58,552,4.03,4.06,2.44
0.51,"Good","G","VVS2",63.3,58,1800,5.04,5.07,3.2
1.02,"Premium","E","SI2",58.7,59,4478,6.61,6.57,3.87
0.5,"Very Good","E","SI1",60.7,59,1281,5.09,5.13,3.1
1.18,"Very Good","G","VS2",62.7,54.7,8411,6.74,6.77,4.23
1.01,"Good","D","SI1",61.7,62,5443,6.3,6.34,3.9
0.5,"Ideal","I","VVS1",62.4,53,1370,5.1,5.12,3.19
1,"Very Good","I","VS1",63.3,55,4516,6.39,6.34,4.03
0.51,"Very Good","G","VVS2",62.6,59,1768,5.08,5.11,3.19
1,"Good","H","SI2",63.4,61,3850,6.29,6.33,4
0.32,"Ideal","D","VS2",61.9,55,758,4.41,4.44,2.74
0.71,"Premium","F","SI2",62.2,57,2040,5.66,5.6,3.5
1.22,"Premium","G","SI2",61.9,58,5739,6.88,6.79,4.23
0.74,"Premium","D","VS1",62.3,58,3461,5.79,5.77,3.6
0.37,"Fair","F","IF",52.3,61,1166,4.96,4.91,2.58
0.7,"Very Good","G","VS1",63,60,2812,5.57,5.64,3.53
1.34,"Very Good","G","SI2",63.2,57,5245,6.98,6.95,4.4
2.01,"Good","E","SI2",63.1,58,15255,7.89,8.01,5.02
0.31,"Premium","I","VVS2",62.1,58,544,4.3,4.33,2.68
1.82,"Fair","H","I1",67.3,58,5993,7.5,7.47,5.04
0.34,"Ideal","H","VVS2",61.7,55,667,4.48,4.5,2.77
0.77,"Very Good","G","VVS2",62.8,58,3829,5.84,5.78,3.65
2.06,"Very Good","J","SI1",62,57,11764,8.11,8.17,5.05
0.31,"Ideal","F","VS2",62.3,55,802,4.33,4.3,2.69
0.61,"Very Good","G","VS2",62,57,1861,5.44,5.47,3.38
1.03,"Ideal","G","VVS1",59.9,61,8955,6.56,6.63,3.95
0.5,"Ideal","F","VS1",61.4,58,1601,5.07,5.12,3.13
1,"Fair","E","SI2",65.8,58,2948,6.28,6.16,4.09
1.3,"Ideal","G","VS2",62.3,55,9540,7,6.93,4.34
1.53,"Premium","H","VS2",62.2,58,11280,7.34,7.3,4.55
0.32,"Ideal","G","IF",60.5,57,1020,4.44,4.42,2.68
1.08,"Very Good","G","VS2",60.6,58,6777,6.65,6.71,4.05
1,"Good","D","SI2",57.8,58,4295,6.61,6.55,3.8
0.53,"Premium","E","SI2",62.2,57,984,5.2,5.16,3.22
0.24,"Very Good","E","VVS1",63.1,55,485,3.96,4,2.51
0.33,"Ideal","G","VS2",62.2,56,579,4.43,4.44,2.76
1.02,"Premium","F","SI2",62.7,59,4227,6.45,6.38,4.02
2,"Ideal","H","VS2",62.4,55,15451,8.03,7.94,4.99
0.36,"Ideal","F","VS1",60.7,59,775,4.59,4.61,2.79
0.53,"Ideal","F","SI2",61.7,55,1421,5.22,5.25,3.23
0.32,"Ideal","G","IF",61.8,55,1020,4.43,4.41,2.73
1,"Good","J","SI1",58.7,62,3614,6.47,6.51,3.81
1.03,"Very Good","G","SI1",63.1,58,4903,6.41,6.37,4.03
0.9,"Ideal","D","SI1",61.8,57,4919,6.22,6.17,3.83
0.7,"Premium","F","VVS1",63,60,3204,5.62,5.59,3.53
0.32,"Ideal","H","IF",61.1,56,1116,4.46,4.45,2.72
0.81,"Very Good","G","VS2",63.1,58,2994,5.88,5.84,3.7
0.38,"Ideal","I","VS1",61.5,56,874,4.67,4.71,2.88
0.51,"Ideal","G","VS2",62.7,57,1546,5.12,5.05,3.19
0.3,"Ideal","G","IF",62.8,57,956,4.3,4.27,2.69
0.43,"Ideal","G","VVS1",61.4,55,1207,4.86,4.91,3
0.51,"Premium","E","SI1",61.3,59,1624,5.15,5.13,3.15
0.83,"Ideal","E","SI2",61,57,3143,6.06,6.13,3.72
0.71,"Very Good","I","VVS1",63.3,57,2559,5.65,5.69,3.59
1.51,"Very Good","G","VVS2",62.7,57,14938,7.33,7.38,4.61
0.57,"Ideal","F","IF",61.8,54,2974,5.33,5.35,3.3
0.38,"Ideal","G","VVS1",61.7,55,993,4.67,4.7,2.89
0.4,"Ideal","G","VVS2",62.4,56,1050,4.68,4.64,2.91
0.41,"Good","I","SI2",63.5,57,539,4.7,4.72,2.99
0.6,"Ideal","E","VS2",61.8,56,1897,5.41,5.46,3.36
0.7,"Ideal","J","VVS2",62.7,56,1790,5.67,5.71,3.57
0.44,"Premium","G","SI1",61,60,990,4.93,4.88,2.99
0.4,"Ideal","E","SI2",62.2,53,689,4.73,4.76,2.95
1.01,"Good","E","VS2",65.4,56,6004,6.18,6.23,4.06
1,"Good","G","VS2",63.8,58,5242,6.37,6.29,4.04
0.33,"Ideal","E","VS2",61,57,723,4.43,4.46,2.71
0.35,"Ideal","F","VS2",62.4,55,706,4.51,4.53,2.82
0.5,"Fair","F","VS1",65,55,1577,5.01,4.96,3.24
0.9,"Good","E","VS1",59.3,56,5356,6.27,6.32,3.73
0.32,"Ideal","F","VS2",62.2,55,645,4.35,4.37,2.71
0.74,"Premium","E","SI2",59.1,60,2553,5.98,5.94,3.52
0.71,"Very Good","I","SI1",62.6,59,2218,5.67,5.7,3.56
1.08,"Premium","G","VS2",60.1,59,6532,6.7,6.64,4.01
0.3,"Very Good","G","VVS2",60.3,57,631,4.35,4.36,2.63
1.74,"Ideal","I","SI2",61.6,57,8896,7.67,7.74,4.75
1.21,"Ideal","G","VS2",61.8,57,8001,6.83,6.79,4.21
2.29,"Premium","J","IF",61.4,60,18426,8.45,8.49,5.2
1,"Ideal","F","SI1",62,55,5239,6.39,6.44,3.98
0.46,"Ideal","G","IF",60.9,57,1560,4.98,5.01,3.04
0.72,"Ideal","H","VVS1",61.5,57,3180,5.74,5.76,3.54
1.01,"Fair","D","SI1",63.5,58,4751,6.35,6.25,4
1,"Fair","G","I1",64.9,56,2398,6.2,6.14,4.01
0.32,"Very Good","G","SI1",62.2,57,505,4.36,4.39,2.72
0.41,"Premium","G","SI1",60.3,59,719,4.76,4.79,2.88
0.71,"Ideal","D","VS2",62.3,56,3137,5.68,5.72,3.55
1.01,"Very Good","E","SI1",63.4,60,5226,6.34,6.3,4.01
1.01,"Ideal","G","VS2",61.7,57,5439,6.44,6.49,3.99
2.09,"Premium","H","SI2",62.1,58,17001,8.17,8.22,5.09
0.33,"Premium","G","VS1",60.5,58,666,4.43,4.49,2.7
1.07,"Very Good","H","VS1",62.5,56,6262,6.52,6.55,4.08
0.28,"Ideal","E","VVS1",61.2,54,787,4.24,4.26,2.6
0.61,"Ideal","E","VVS1",62.2,56,3084,5.43,5.47,3.39
0.73,"Premium","H","SI2",62.5,58,2234,5.73,5.69,3.57
2.32,"Very Good","I","SI1",63.2,59,18371,8.55,8.44,5.37
0.7,"Premium","F","SI1",61,60,2492,5.75,5.72,3.5
1.01,"Very Good","G","SI2",63.3,56,4228,6.26,6.33,3.99
0.77,"Premium","I","VS2",61.6,58,2275,5.92,5.96,3.66
0.5,"Good","D","SI1",64.1,56,1190,5.03,4.98,3.21
1.18,"Premium","J","SI1",62.5,55,4460,6.82,6.74,4.24
0.62,"Ideal","H","SI1",61.4,56,1618,5.51,5.49,3.38
1.74,"Premium","H","SI1",62.1,59,7932,7.69,7.63,4.76
0.81,"Ideal","J","SI1",62,56,2307,6,6.03,3.73
0.37,"Premium","G","VS2",59.7,61,944,4.72,4.66,2.8
0.31,"Ideal","D","SI1",61,57,732,4.41,4.38,2.68
0.65,"Ideal","H","VVS2",61.6,58,2210,5.56,5.6,3.44
1.04,"Very Good","E","VVS2",62.4,58,8748,6.46,6.4,4.01
0.39,"Good","F","VVS2",57.7,61,1058,4.91,4.8,2.8
0.62,"Good","D","VS2",58.9,64,2288,5.62,5.55,3.29
1,"Premium","I","VS2",62.6,59,4155,6.33,6.28,3.95
1.04,"Ideal","E","SI2",61.1,56,5067,6.55,6.51,3.99
0.4,"Good","E","SI1",63.6,57,882,4.69,4.65,2.97
1.09,"Ideal","F","VS2",60.9,54,7520,6.73,6.66,4.08
0.35,"Ideal","H","VVS2",63,55,906,4.5,4.48,2.83
1.52,"Premium","H","SI1",60.1,60,10330,7.47,7.45,4.48
1.09,"Ideal","G","VS1",60.4,58,8296,6.67,6.7,4.04
1.5,"Very Good","F","VVS1",60,60,17279,7.36,7.44,4.44
0.93,"Premium","D","SI1",60.8,60,3812,6.3,6.24,3.81
0.31,"Ideal","E","SI1",61.6,54,516,4.39,4.41,2.71
0.3,"Very Good","E","VS1",63.4,55,660,4.26,4.29,2.71
0.27,"Very Good","G","VVS1",62.9,55,566,4.12,4.15,2.6
0.52,"Ideal","E","VS2",61.3,56,1743,5.21,5.17,3.18
0.42,"Ideal","G","VVS2",62.7,57,938,4.73,4.78,2.98
0.44,"Very Good","H","VVS1",61,59,986,4.87,4.9,2.98
0.3,"Premium","D","SI1",62.4,60,709,4.26,4.23,2.65
2,"Premium","I","VS2",60.7,60,16544,8.02,8.07,4.88
1.01,"Very Good","H","VVS2",63.3,57,6097,6.39,6.35,4.03
0.74,"Very Good","G","SI2",63.8,56,2423,5.7,5.74,3.65
0.71,"Ideal","G","SI2",60.6,57,2325,5.81,5.87,3.54
1.02,"Very Good","D","SI2",60.3,58,4633,6.48,6.52,3.92
0.93,"Premium","G","VS1",62.1,59,4793,6.21,6.16,3.84
0.7,"Ideal","F","SI1",62.6,55,2410,5.67,5.7,3.56
1.58,"Premium","F","SI2",62.3,60,9290,7.42,7.38,4.61
1.23,"Very Good","I","SI2",62.6,59,5191,6.78,6.86,4.27
0.42,"Very Good","E","VVS2",62.1,56,1167,4.79,4.82,2.98
0.9,"Good","D","SI1",63.8,57,4178,6.12,6.07,3.89
0.7,"Very Good","I","VS2",62.2,59,1666,5.64,5.71,3.53
0.91,"Very Good","J","SI1",62.8,59,2956,6.14,6.19,3.87
1.2,"Ideal","H","VS2",62.2,55,6956,6.76,6.85,4.23
0.65,"Very Good","G","VVS2",61.3,59,2178,5.51,5.61,3.41
2.13,"Premium","H","SI2",62.3,57,17073,8.24,8.16,5.11
0.31,"Ideal","D","VS1",62,54,877,4.36,4.35,2.7
0.46,"Very Good","G","VVS2",62.7,53,1216,4.93,4.96,3.1
1.51,"Premium","G","VS1",61.1,58,13293,7.38,7.36,4.5
1.14,"Ideal","E","VVS2",62.3,55,10703,6.71,6.68,4.17
0.43,"Ideal","G","VS2",62.4,56,1093,4.87,4.84,3.02
1.96,"Fair","F","I1",66.6,60,5554,7.59,7.56,5.04
0.79,"Ideal","E","SI1",62.1,54,3053,5.96,5.92,3.69
1.23,"Premium","G","VS1",61.8,58,8381,6.88,6.84,4.24
0.5,"Premium","H","SI1",58.7,59,1091,5.15,5.11,3.01
0.37,"Ideal","E","VS1",60.9,56,950,4.65,4.68,2.84
0.35,"Ideal","I","IF",61.1,56,715,4.56,4.6,2.8
0.73,"Ideal","D","VS2",61.4,56,3528,5.78,5.81,3.56
0.48,"Good","G","SI1",64.7,58,914,4.84,4.93,3.16
0.47,"Fair","G","SI1",58.4,60,1086,5.16,5.12,3
0.83,"Premium","H","SI1",60,59,2825,6.08,6.05,3.64
0.31,"Very Good","F","VS1",61.8,58,592,4.29,4.35,2.67
0.39,"Ideal","G","IF",60.6,56,1209,4.73,4.76,2.87
0.91,"Very Good","F","SI1",62,59,4141,6.2,6.22,3.85
0.41,"Premium","D","VVS1",62.2,58,1413,4.77,4.71,2.95
1.7,"Good","I","I1",63.6,58,6474,7.52,7.48,4.77
0.5,"Good","F","SI2",57.7,62,984,5.22,5.18,3
0.42,"Ideal","H","SI1",61.7,55,885,4.84,4.85,2.99
0.7,"Ideal","D","SI1",61.4,57,2699,5.68,5.72,3.5
1.2,"Very Good","F","VS2",62.9,55,8454,6.75,6.8,4.26
0.41,"Ideal","I","VS1",61.9,55,685,4.78,4.82,2.97
0.51,"Fair","E","SI1",55.8,61,1340,5.43,5.35,3.01
0.55,"Ideal","H","VVS1",61.7,55,1845,5.27,5.3,3.27
1.3,"Premium","F","VVS1",59.3,59,14068,7.11,7.08,4.22
1.09,"Ideal","F","VS1",61.7,57,8730,6.58,6.62,4.07
0.33,"Ideal","E","SI1",63,54,743,4.42,4.38,2.77
1.01,"Very Good","F","SI1",63,58,4619,6.31,6.39,4
0.34,"Premium","G","SI2",62.8,59,574,4.47,4.45,2.8
0.54,"Ideal","G","SI2",61.4,56,1192,5.27,5.29,3.24
0.42,"Ideal","G","VVS1",60,57,1235,4.86,4.84,2.91
0.52,"Fair","F","IF",64.6,58,2144,5.04,5.17,3.3
0.71,"Ideal","D","VS2",62.5,55,3161,5.74,5.71,3.58
1.52,"Ideal","F","SI2",61.8,58,10316,7.38,7.4,4.57
0.7,"Ideal","F","VVS2",62,55,3191,5.71,5.67,3.53
1.55,"Premium","H","SI2",58,60,6458,7.61,7.58,4.41
0.7,"Ideal","H","VVS1",61.6,57,2827,5.69,5.74,3.52
2.27,"Premium","J","VS1",62.4,58,16994,8.36,8.41,5.23
1.24,"Ideal","G","VS1",60.1,58,9123,7.03,6.97,4.21
1.21,"Very Good","F","VS2",60.1,58,10283,6.85,6.92,4.14
0.41,"Ideal","D","VVS1",62.3,57,1582,4.77,4.73,2.96
0.93,"Good","G","SI1",58.8,61,4405,6.36,6.39,3.75
0.7,"Ideal","H","VS1",61.2,55,3185,5.71,5.76,3.51
1.12,"Ideal","F","VVS2",61.3,57,10764,6.67,6.7,4.1
1.01,"Premium","G","VS2",60.2,59,5864,6.55,6.48,3.92
2.07,"Premium","H","SI2",59.6,60,11094,8.3,8.24,4.93
0.42,"Ideal","G","IF",62.6,53,1289,4.79,4.82,3.01
1,"Premium","G","VS1",58.6,61,6989,6.57,6.5,3.83
1.02,"Good","F","SI2",64.2,61,3633,6.3,6.21,4.02
0.72,"Ideal","H","SI1",62.3,54,2354,5.78,5.75,3.59
0.41,"Good","E","SI2",63.3,56,638,4.69,4.73,2.98
0.31,"Premium","E","VVS2",61.4,58,816,4.33,4.36,2.67
1.01,"Ideal","F","SI2",62.1,55,4458,6.42,6.47,4
0.9,"Good","G","SI2",58.4,55,3269,6.34,6.39,3.72
1.01,"Premium","F","SI2",62.5,61,4017,6.37,6.33,3.97
0.3,"Ideal","D","VS2",62.2,54,911,4.31,4.28,2.67
1,"Good","G","SI1",57.2,59,4758,6.66,6.62,3.8
2.22,"Premium","J","SI2",61.8,58,13703,8.42,8.31,5.17
0.73,"Good","E","VS1",59,61,3466,5.88,5.92,3.48
0.3,"Premium","F","SI1",62.1,61,641,4.29,4.25,2.65
2.43,"Ideal","I","SI2",62.3,59,17856,8.54,8.61,5.34
0.32,"Very Good","E","SI1",59.9,57,584,4.47,4.49,2.68
0.5,"Premium","I","SI1",61.7,58,1059,5.15,5.09,3.16
0.32,"Ideal","F","VVS1",62,55,898,4.41,4.43,2.74
0.5,"Fair","G","VVS2",64.9,58,1712,5,4.95,3.23
0.51,"Very Good","E","VVS2",61.4,59,2211,5.1,5.16,3.15
0.7,"Premium","E","VS2",60.8,58,2697,5.74,5.7,3.48
1.09,"Ideal","F","SI2",61.6,54,3882,6.69,6.62,4.1
0.41,"Ideal","I","VS2",61.5,55,683,4.79,4.83,2.96
0.56,"Ideal","D","VVS1",61.9,56,3465,5.28,5.32,3.28
1.02,"Ideal","D","VS1",60.8,55,8818,6.55,6.5,3.97
0.54,"Ideal","F","VS2",59.8,58,1680,5.29,5.34,3.18
1.51,"Very Good","H","VVS2",63.1,59,11934,7.28,7.26,4.59
0.7,"Very Good","E","SI2",59.6,63,2310,5.76,5.71,3.42
0.32,"Premium","G","SI1",61,61,612,4.41,4.38,2.68
0.49,"Very Good","G","IF",59.7,56,1865,5.16,5.19,3.09
0.24,"Ideal","E","VVS2",61.4,57,678,4,4.04,2.47
0.33,"Premium","I","VVS2",61,58,579,4.42,4.46,2.71
0.31,"Good","G","VVS2",63.8,56,707,4.24,4.28,2.72
1.64,"Ideal","G","VVS2",61.8,56,17604,7.59,7.6,4.69
1.01,"Ideal","E","SI2",63,56,4118,6.34,6.3,3.98
1.03,"Premium","H","SI1",61.1,59,4603,6.56,6.5,3.99
0.5,"Very Good","H","VS1",63,56,1410,5.02,5.05,3.17
0.43,"Ideal","E","VVS2",62,57,1245,4.84,4.87,3.01
2.51,"Very Good","E","SI2",63.1,56,16717,8.65,8.6,5.44
1.08,"Very Good","G","SI2",62.9,59,4544,6.53,6.57,4.12
0.4,"Very Good","D","VS1",63.3,57,967,4.66,4.72,2.97
0.6,"Very Good","D","SI1",62,55,1777,5.36,5.44,3.35
1.01,"Very Good","F","SI2",62.5,58,4690,6.39,6.41,4
0.56,"Ideal","G","IF",61.8,56,2442,5.28,5.34,3.28
0.31,"Very Good","G","VS1",62.9,57,625,4.3,4.32,2.71
0.4,"Premium","F","VVS1",61.9,57,1323,4.71,4.69,2.91
0.42,"Ideal","D","SI1",61.5,56,810,4.81,4.85,2.97
1.05,"Premium","E","IF",59,58,11838,6.66,6.7,3.94
0.31,"Ideal","G","VS2",62.2,54,562,4.34,4.38,2.71
0.42,"Premium","G","VS2",60.6,59,847,4.78,4.85,2.92
1.01,"Premium","H","SI1",62.1,60,4439,6.43,6.39,3.98
1.51,"Premium","H","SI2",60.7,59,5767,7.42,7.37,4.49
0.7,"Ideal","E","SI1",61.9,55,2537,5.74,5.77,3.56
0.71,"Ideal","F","SI2",61.4,55,2525,5.76,5.78,3.54
1.14,"Ideal","G","VS1",62.3,56,7948,6.73,6.7,4.18
0.5,"Very Good","D","SI2",58.5,60,1074,5.19,5.21,3.04
0.53,"Good","E","SI2",63.2,54,1141,5.16,5.19,3.27
0.55,"Premium","E","SI2",61.9,58,1185,5.2,5.24,3.23
0.35,"Ideal","D","SI1",62.1,57,772,4.49,4.47,2.78
0.9,"Very Good","D","SI1",61,63,4381,6.1,6.13,3.73
0.52,"Ideal","H","VS1",61.7,55,1790,5.21,5.17,3.2
1.21,"Premium","E","SI1",62.6,58,7334,6.82,6.79,4.26
0.91,"Very Good","E","SI1",63.9,57,4289,6.05,6.12,3.89
0.53,"Good","E","SI1",63.6,56,1156,5.19,5.1,3.27
0.41,"Good","F","SI1",63.1,56,685,4.69,4.73,2.97
1.7,"Premium","G","SI2",58.9,62,10091,7.79,7.72,4.57
1.02,"Very Good","H","SI2",59.7,58,4303,6.53,6.57,3.91
1.01,"Very Good","G","IF",61.1,56,9063,6.45,6.48,3.95
1.26,"Very Good","E","SI2",62.9,59,5976,6.82,6.85,4.3
0.3,"Very Good","D","SI1",62.5,59,552,4.26,4.28,2.67
0.73,"Fair","E","VVS2",57.4,59,3813,5.99,5.95,3.43
0.32,"Premium","E","VS2",61.7,58,900,4.41,4.38,2.71
1.09,"Ideal","J","VS2",62,54,4361,6.64,6.61,4.11
0.29,"Very Good","E","VS1",60.4,58,499,4.28,4.33,2.6
0.33,"Very Good","F","VVS1",62,56,859,4.41,4.44,2.74
0.32,"Ideal","H","VS1",62.5,55,620,4.36,4.38,2.73
2.02,"Premium","J","SI2",63,58,8640,8.07,8.02,5.07
0.3,"Premium","E","VS2",62.4,59,658,4.26,4.3,2.67
2,"Very Good","E","SI2",59.5,58,16462,8.17,8.27,4.89
0.4,"Ideal","E","VVS2",61.7,57,988,4.73,4.77,2.93
0.36,"Very Good","G","SI2",61.9,56,473,4.55,4.59,2.83
0.71,"Very Good","F","VS2",63,54,3323,5.7,5.72,3.6
0.82,"Premium","F","SI2",62.5,59,2544,6,5.94,3.73
0.35,"Ideal","G","SI1",60.6,56,555,4.56,4.58,2.77
0.51,"Good","E","VS2",63.6,54,1662,5.09,5.06,3.23
0.71,"Ideal","H","SI2",61.5,56,2122,5.71,5.74,3.52
0.36,"Good","D","SI1",63.2,56,619,4.52,4.56,2.87
0.7,"Premium","E","SI1",60,62,2444,5.79,5.75,3.46
0.37,"Premium","G","VS1",58.4,59,817,4.76,4.69,2.76
0.71,"Fair","D","SI1",64.6,60,2151,5.55,5.6,3.6
0.31,"Premium","F","VS2",63,57,749,4.33,4.27,2.71
0.51,"Very Good","D","VS2",63.1,58,1793,5.13,5.08,3.22
0.72,"Good","F","SI1",63.1,56,2647,5.67,5.68,3.58
0.7,"Ideal","E","VVS2",62.2,54,3585,5.68,5.74,3.55
0.83,"Ideal","H","SI2",61.8,57,1863,6.08,5.99,3.73
1.03,"Ideal","I","SI1",61.3,56,4078,6.49,6.53,3.99
1.05,"Ideal","H","SI2",61.2,57,4331,6.54,6.59,4.02
1.14,"Ideal","I","SI1",62.3,58,5469,6.65,6.7,4.16
0.72,"Very Good","G","VS1",60.6,56,2970,5.84,5.87,3.55
0.3,"Premium","G","VS1",61.4,58,776,4.35,4.32,2.66
0.4,"Good","G","SI2",63.2,56,596,4.7,4.73,2.98
1.24,"Premium","E","SI2",60.8,57,4278,6.98,6.94,4.23
1.5,"Very Good","I","VS2",63.3,55,9533,7.3,7.26,4.61
0.3,"Very Good","G","VS2",63,55,526,4.29,4.31,2.71
0.43,"Good","G","VS2",61.8,60.7,891,4.8,4.84,2.99
0.71,"Very Good","J","SI1",59.1,61,1861,5.82,5.85,3.45
1,"Premium","F","VS2",62.6,60,6468,6.37,6.29,3.96
0.55,"Premium","E","SI2",59.7,58,1269,5.33,5.35,3.19
