sample	chrom	start	end	nprobes	log2ratio
K562	chr8	26000001	26050000	60	-0.01386
K562	chr8	26050001	26150000	29	-0.05503
K562	chr8	26150001	26250000	28	-0.23073
K562	chr8	26250001	26350000	43	0.01724
K562	chr8	26350001	26400000	37	0.04534
K562	chr8	26400001	26500000	43	0.03251
K562	chr8	26500001	26550000	26	0.19697
K562	chr8	26550001	26600000	39	0.05012
K562	chr8	26600001	26650000	36	-0.03535
K562	chr8	26650001	26850000	30	-0.16204
K562	chr8	26850001	27050000	43	-0.07986
K562	chr8	27050001	27250000	33	-0.2162
K562	chr8	27250001	27300000	28	-0.03269
K562	chr8	27300001	27350000	53	0.02684
K562	chr8	27350001	27400000	38	-0.01815
K562	chr8	27400001	27450000	28	0.03881
K562	chr8	27450001	27550000	63	0.02473
K562	chr8	27550001	27600000	21	-0.05373
K562	chr8	27600001	27650000	63	0.02734
K562	chr8	27650001	27750000	27	-0.0952
K562	chr8	27750001	27800000	33	0.06725
K562	chr8	27800001	27850000	20	0.1158
K562	chr8	27850001	27900000	24	-0.11841
K562	chr8	27900001	27950000	32	-0.04904
K562	chr8	27950001	28050000	35	-0.09255
K562	chr8	28050001	28150000	51	-0.03287
K562	chr8	28150001	28300000	23	-0.14643
K562	chr8	28300001	28350000	41	-0.02811
K562	chr8	28350001	28400000	50	0.03403
K562	chr8	28400001	28450000	47	-0.02477
K562	chr8	28450001	28600000	53	0.00709
K562	chr8	28600001	28700000	26	0.04379
K562	chr8	28700001	28750000	42	0.06174
K562	chr8	28750001	28850000	28	-0.05214
K562	chr8	28850001	29050000	87	-0.03406
K562	chr8	29050001	29100000	48	0.11639
K562	chr8	29100001	29150000	26	-0.05907
K562	chr8	29150001	29250000	29	-0.01962
K562	chr8	29250001	29300000	37	0.09248
K562	chr8	29300001	29350000	43	0.08383
K562	chr8	29350001	29500000	62	-0.03387
K562	chr8	29500001	29550000	27	-0.06564
K562	chr8	29550001	29650000	38	-0.13438
K562	chr8	29650001	29850000	61	-0.14877
K562	chr8	29850001	29950000	38	-0.1642
K562	chr8	29950001	30050000	35	-0.11013
K562	chr8	30050001	30100000	39	0.06917
K562	chr8	30100001	30150000	20	-0.06843
K562	chr8	30150001	30350000	56	-0.00423
K562	chr8	30350001	30400000	34	0.00436
K562	chr8	30400001	30450000	23	-0.06068
K562	chr8	30450001	30500000	20	-0.10779
K562	chr8	30500001	30550000	27	-0.09727
K562	chr8	30550001	30600000	41	-0.01775
K562	chr8	30600001	30650000	21	-0.08899
K562	chr8	30650001	30700000	25	0.13869
K562	chr8	30700001	30800000	56	0.12509
K562	chr8	30800001	30900000	29	-0.00741
K562	chr8	30900001	31000000	26	-0.09681
K562	chr8	31000001	31250000	64	0.05852
K562	chr8	31250001	31600000	29	-0.08523
K562	chr8	31600001	31800000	23	-0.00364
K562	chr8	31800001	32200000	39	-0.36116
K562	chr8	32200001	32300000	23	-0.20037
K562	chr8	32300001	32550000	49	-0.10691
K562	chr8	32550001	32600000	20	-0.25403
K562	chr8	32600001	32700000	33	-0.23055
K562	chr8	32700001	33100000	48	-0.25345
K562	chr8	33100001	33450000	37	-0.1615
K562	chr8	33450001	33500000	46	0.06382
K562	chr8	33500001	33550000	44	-0.1093
K562	chr8	33550001	33600000	36	0.05598
K562	chr8	33600001	34000000	42	-0.15699
K562	chr8	34000001	34200000	29	-0.21313
K562	chr8	34200001	35200000	41	-0.21671
K562	chr8	35200001	35500000	33	-0.18794
K562	chr8	35500001	36050000	49	-0.18999
K562	chr8	36050001	36750000	33	-0.26231
K562	chr8	36750001	37050000	46	-0.23229
K562	chr8	37050001	37100000	21	-0.16904
K562	chr8	37100001	37300000	42	-0.18045
K562	chr8	37300001	37450000	48	-0.1628
K562	chr8	37450001	37500000	20	-0.17272
K562	chr8	37500001	37550000	30	-0.0877
K562	chr8	37550001	37600000	40	-0.0884
K562	chr8	37600001	37650000	30	-0.09407
K562	chr8	37650001	37700000	45	-0.00086
K562	chr8	37700001	37750000	55	0.01608
K562	chr8	37750001	37800000	58	0.06043
K562	chr8	37800001	37850000	57	0.12199
K562	chr8	37850001	37900000	51	0.01194
K562	chr8	37900001	37950000	28	0.01873
K562	chr8	37950001	38000000	32	0.1561
K562	chr8	38000001	38050000	26	0.09742
K562	chr8	38050001	38100000	22	-0.04034
K562	chr8	38100001	38150000	52	0.07731
K562	chr8	38150001	38200000	37	0.07116
K562	chr8	38200001	38250000	39	0.13412
K562	chr8	38250001	38300000	38	0.07473
K562	chr8	38300001	38350000	28	0.02689
K562	chr8	38350001	38400000	52	0.12565
K562	chr8	38400001	38450000	86	-0.04927
K562	chr8	38450001	38500000	46	0.06438
K562	chr8	38500001	38550000	30	-0.04336
K562	chr8	38550001	38700000	63	-0.15121
K562	chr8	38700001	38750000	42	-0.14649
K562	chr8	38750001	38800000	38	-0.05184
K562	chr8	38800001	38850000	31	-0.09412
K562	chr8	38850001	38900000	22	0.00438
K562	chr8	38900001	38950000	39	0.09436
K562	chr8	38950001	39000000	55	0.03377
K562	chr8	39000001	39100000	23	-0.043
K562	chr8	39100001	39300000	27	-0.05976
K562	chr8	39300001	39550000	23	-0.003
K562	chr8	39550001	39900000	59	-0.00215
K562	chr8	39900001	39950000	31	-0.14661
K562	chr8	39950001	40050000	31	-0.0704
K562	chr8	40050001	40150000	31	-0.1864
K562	chr8	40150001	40350000	47	-0.15763
K562	chr8	40350001	40850000	58	-0.23546
K562	chr8	40850001	40900000	22	-0.04966
K562	chr8	40900001	41050000	22	-0.13535
K562	chr8	41050001	41150000	21	-0.1245
K562	chr8	41150001	41250000	21	-0.18499
K562	chr8	41250001	41300000	32	-0.16231
K562	chr8	41300001	41450000	65	0.00485
K562	chr8	41450001	41500000	20	0.09909
K562	chr8	41500001	41550000	31	0.03585
K562	chr8	41550001	41600000	35	-0.01814
K562	chr8	41600001	41650000	50	0.05365
K562	chr8	41650001	41700000	62	-0.01561
K562	chr8	41700001	41750000	38	-0.08197
K562	chr8	41750001	41800000	39	0.03861
K562	chr8	41800001	41850000	34	0.05474
K562	chr8	41850001	42000000	63	0.00507
K562	chr8	42000001	42050000	20	-0.04624
K562	chr8	42050001	42150000	30	0.07481
K562	chr8	42150001	42200000	54	0.03786
K562	chr8	42200001	42250000	34	-0.05299
K562	chr8	42250001	42300000	48	0.01557
K562	chr8	42300001	42350000	41	-0.0633
K562	chr8	42350001	42400000	38	0.03805
K562	chr8	42400001	42450000	35	0.01579
K562	chr8	42450001	42500000	29	-0.0524
K562	chr8	42500001	42650000	82	-0.00448
K562	chr8	42650001	42750000	37	-0.06578
K562	chr8	42750001	42800000	20	-0.031
K562	chr8	42800001	42850000	24	0.0611
K562	chr8	42850001	43050000	54	0.01741
K562	chr8	43050001	43100000	36	0.01918
K562	chr8	43100001	43200000	34	-0.02387
K562	chr8	43200001	43250000	32	0.18531
K562	chr8	43250001	43350000	28	-0.02412
K562	chr8	43350001	43983744	25	-0.15715
K562	chr8	45927266	46200000	41	-0.25475
K562	chr8	46200001	47150000	85	-0.21197
K562	chr8	47150001	47250000	31	-0.01267
K562	chr8	47250001	47350000	29	-0.06911
K562	chr8	47350001	47500000	35	-0.07057
K562	chr8	47500001	47600000	23	0.01567
K562	chr8	47600001	47650000	21	-0.10872
K562	chr8	47650001	47700000	34	0.08576
K562	chr8	47700001	47750000	45	0.12728
K562	chr8	47750001	47800000	31	0.03444
K562	chr8	47800001	47950000	56	-0.02106
K562	chr8	47950001	48000000	45	0.08377
K562	chr8	48000001	48100000	28	0.09718
K562	chr8	48100001	48250000	43	-0.10393
K562	chr8	48250001	48300000	24	-0.10609
K562	chr8	48300001	48350000	21	-0.08996
K562	chr8	48350001	48400000	29	-0.02319
K562	chr8	48400001	48500000	31	-0.12275
K562	chr8	48500001	48550000	26	-0.1349
K562	chr8	48550001	48600000	45	-0.02715
K562	chr8	48600001	48650000	28	-0.17581
K562	chr8	48650001	48700000	25	-0.12475
K562	chr8	48700001	48800000	36	-0.16052
K562	chr8	48800001	48900000	37	-0.15229
K562	chr8	48900001	49150000	78	-0.04946
K562	chr8	49150001	49900000	49	-0.17712
K562	chr8	49900001	49950000	33	0.02332
K562	chr8	49950001	50600000	40	-0.21785
K562	chr8	50600001	51500000	52	-0.22305
K562	chr8	51500001	51800000	23	-0.15203
K562	chr8	51800001	51850000	25	-0.22673
K562	chr8	51850001	52000000	56	0.01182
K562	chr8	52000001	52150000	35	-0.26772
K562	chr8	52150001	52250000	26	-0.247
K562	chr8	52250001	52400000	31	-0.30667
K562	chr8	52400001	52450000	30	-0.18227
K562	chr8	52450001	52550000	20	-0.18812
K562	chr8	52550001	52700000	41	-0.03283
K562	chr8	52700001	52900000	34	0.03376
K562	chr8	52900001	52950000	23	0.00373
K562	chr8	52950001	53250000	45	-0.21395
K562	chr8	53250001	53350000	21	-0.04654
K562	chr8	53350001	53550000	28	-0.27162
K562	chr8	53550001	53650000	24	-0.0975
K562	chr8	53650001	53700000	20	0.02276
K562	chr8	53700001	53800000	35	-0.04966
K562	chr8	53800001	53850000	34	0.05252
K562	chr8	53850001	53900000	41	0.08764
K562	chr8	53900001	54000000	31	0.03766
K562	chr8	54000001	54100000	32	0.06388
K562	chr8	54100001	54150000	33	0.20131
K562	chr8	54150001	54450000	67	-0.00992
K562	chr8	54450001	54600000	77	0.03757
K562	chr8	54600001	54750000	26	-0.1705
K562	chr8	54750001	55150000	39	-0.12732
K562	chr8	55150001	55500000	43	-0.19095
K562	chr8	55500001	55750000	36	-0.09938
K562	chr8	55750001	55850000	48	0.13351
K562	chr8	55850001	55900000	31	0.08443
K562	chr8	55900001	55950000	34	-0.01256
K562	chr8	55950001	56050000	47	-0.03301
K562	chr8	56050001	56100000	20	0.04363
K562	chr8	56100001	56200000	42	-0.01394
K562	chr8	56200001	56300000	28	0.02723
K562	chr8	56300001	56400000	33	-0.14977
K562	chr8	56400001	56550000	51	-0.09499
K562	chr8	56550001	56650000	20	-0.09854
K562	chr8	56650001	56950000	33	-0.23241
K562	chr8	56950001	57100000	26	-0.20143
K562	chr8	57100001	57250000	34	-0.04429
K562	chr8	57250001	57550000	47	-0.11399
K562	chr8	57550001	57950000	53	-0.31732
K562	chr8	57950001	58000000	22	-0.05725
K562	chr8	58000001	58100000	29	-0.13932
K562	chr8	58100001	58250000	51	-0.14921
K562	chr8	58250001	58400000	23	-0.09679
K562	chr8	58400001	58550000	31	0.01352
K562	chr8	58550001	58650000	50	0.16132
K562	chr8	58650001	58850000	63	0.02645
K562	chr8	58850001	59000000	31	-0.1408
K562	chr8	59000001	59100000	21	-0.19468
K562	chr8	59100001	59350000	58	-0.06303
K562	chr8	59350001	59600000	20	-0.13495
K562	chr8	59600001	60000000	30	-0.17277
K562	chr8	60000001	60250000	32	-0.16934
K562	chr8	60250001	60400000	28	0.04206
K562	chr8	60400001	60500000	27	0.01479
K562	chr8	60500001	60550000	31	0.11717
K562	chr8	60550001	60650000	36	-0.10293
K562	chr8	60650001	60700000	51	0.06786
K562	chr8	60700001	60750000	30	-0.07985
K562	chr8	60750001	60850000	27	-0.11517
K562	chr8	60850001	60900000	33	-0.09797
K562	chr8	60900001	60950000	54	-0.10221
K562	chr8	60950001	61050000	37	-0.08116
K562	chr8	61050001	61250000	34	-0.07191
K562	chr8	61250001	61500000	44	-0.15029
K562	chr8	61500001	61600000	23	-0.11712
K562	chr8	61600001	61650000	21	-0.0686
K562	chr8	61650001	61700000	29	-0.03442
K562	chr8	61700001	61750000	30	-0.00719
K562	chr8	61750001	61850000	34	-0.10334
K562	chr8	61850001	62200000	43	-0.09546
K562	chr8	62200001	62500000	27	-0.00462
K562	chr8	62500001	63000000	26	-0.23869
K562	chr8	63000001	63150000	56	-0.02773
K562	chr8	63150001	63200000	21	0.06794
K562	chr8	63200001	63450000	42	-0.20282
K562	chr8	63450001	63600000	20	-0.34681
K562	chr8	63600001	64350000	42	-0.15246
K562	chr8	64350001	64550000	68	-0.12958
K562	chr8	64550001	64750000	84	-0.13459
K562	chr8	64750001	65200000	40	-0.12501
K562	chr8	65200001	65600000	44	-0.13471
K562	chr8	65600001	65750000	63	0.00123
K562	chr8	65750001	65800000	23	0.03007
K562	chr8	65800001	65950000	41	0.05212
K562	chr8	65950001	66000000	20	-0.12061
K562	chr8	66000001	66100000	31	-0.16623
K562	chr8	66100001	66150000	48	-0.09875
K562	chr8	66150001	66400000	53	-0.18644
K562	chr8	66400001	66450000	50	0.03108
K562	chr8	66450001	66500000	37	-0.12693
K562	chr8	66500001	66550000	51	-0.15127
K562	chr8	66550001	66650000	45	-0.07849
K562	chr8	66650001	66700000	37	0.02737
K562	chr8	66700001	66750000	24	0.07936
K562	chr8	66750001	66950000	64	0.05979
K562	chr8	66950001	67000000	23	0.28277
K562	chr8	67000001	67050000	22	0.0202
K562	chr8	67050001	67200000	56	0.09928
K562	chr8	67200001	67300000	24	0.02193
K562	chr8	67300001	67700000	62	-0.00266
K562	chr8	67700001	67950000	55	-0.15638
K562	chr8	67950001	68000000	21	-0.11166
K562	chr8	68000001	68300000	24	-0.10049
K562	chr8	68300001	68450000	31	0.03699
K562	chr8	68450001	68750000	28	-0.06193
K562	chr8	68750001	68900000	23	-0.13894
K562	chr8	68900001	69150000	40	-0.12681
K562	chr8	69150001	69450000	32	-0.2013
K562	chr8	69450001	69550000	39	-0.19158
K562	chr8	69550001	69700000	50	-0.30139
K562	chr8	69700001	69800000	20	-0.17438
K562	chr8	69800001	70050000	77	-0.0212
K562	chr8	70050001	70100000	38	-0.04944
K562	chr8	70100001	70200000	38	-0.18274
K562	chr8	70200001	70400000	58	-0.11952
K562	chr8	70400001	70450000	30	-0.059
K562	chr8	70450001	70600000	38	-0.08214
K562	chr8	70600001	70650000	29	-0.03418
K562	chr8	70650001	71150000	52	-0.28669
K562	chr8	71150001	71350000	25	-0.19648
K562	chr8	71350001	71500000	28	-0.03367
K562	chr8	71500001	71550000	22	-0.22688
K562	chr8	71550001	71800000	46	-0.2144
K562	chr8	71800001	72000000	88	-0.09613
K562	chr8	72000001	72050000	20	0.01777
K562	chr8	72050001	72500000	44	-0.02338
K562	chr8	72500001	72900000	50	-0.15676
K562	chr8	72900001	73000000	24	-0.11361
K562	chr8	73000001	73050000	30	-0.03348
K562	chr8	73050001	73250000	61	-0.04593
K562	chr8	73250001	73400000	87	0.03114
K562	chr8	73400001	73500000	43	-0.01398
K562	chr8	73500001	73700000	42	-0.04127
K562	chr8	73700001	73850000	43	-0.01651
K562	chr8	73850001	73950000	21	0.06227
K562	chr8	73950001	74150000	87	0.00569
K562	chr8	74150001	74300000	37	-0.22451
K562	chr8	74300001	74350000	31	0.16041
K562	chr8	74350001	74600000	32	-0.0658
K562	chr8	74600001	74800000	35	-0.22496
K562	chr8	74800001	74950000	25	-0.30183
K562	chr8	74950001	75200000	43	-0.06296
K562	chr8	75200001	75400000	37	0.12816
K562	chr8	75400001	75750000	50	-0.3221
K562	chr8	75750001	76650000	58	-0.16479
K562	chr8	76650001	76700000	46	-0.07982
K562	chr8	76700001	76850000	44	-0.27231
K562	chr8	76850001	77000000	28	-0.08316
K562	chr8	77000001	77100000	21	-0.04922
K562	chr8	77100001	77600000	21	-0.21444
K562	chr8	77600001	78500000	50	-0.26939
K562	chr8	78500001	78650000	37	-0.11425
K562	chr8	78650001	78800000	29	-0.01119
K562	chr8	78800001	79100000	35	-0.03576
K562	chr8	79100001	79600000	47	-0.22104
K562	chr8	79600001	79750000	32	-0.17466
K562	chr8	79750001	79850000	59	-0.05535
K562	chr8	79850001	79900000	28	-0.11265
K562	chr8	79900001	80000000	26	-0.18354
K562	chr8	80000001	80050000	28	-0.09886
K562	chr8	80050001	80100000	29	-0.12266
K562	chr8	80100001	80150000	22	-0.12921
K562	chr8	80150001	80300000	56	-0.20643
K562	chr8	80300001	80450000	29	-0.09149
K562	chr8	80450001	80550000	39	-0.16033
K562	chr8	80550001	80700000	48	-0.18709
K562	chr8	80700001	80850000	27	-0.25234
K562	chr8	80850001	81000000	58	-0.23404
K562	chr8	81000001	81100000	39	-0.23477
K562	chr8	81100001	81250000	47	-0.23624
K562	chr8	81250001	81450000	60	-0.09562
K562	chr8	81450001	81500000	22	-0.21584
K562	chr8	81500001	81650000	38	-0.03475
K562	chr8	81650001	81700000	23	0.05463
K562	chr8	81700001	81800000	44	0.10291
K562	chr8	81800001	81850000	20	-0.06522
K562	chr8	81850001	82150000	23	-0.01396
K562	chr8	82150001	82650000	20	-0.12943
K562	chr8	82650001	83400000	27	-0.08941
K562	chr8	83400001	84150000	24	0.0025
K562	chr8	84150001	85100000	63	-0.21532
K562	chr8	85100001	85150000	24	-0.0151
K562	chr8	85150001	85200000	25	0.00532
K562	chr8	85200001	85250000	52	0.01052
K562	chr8	85250001	85450000	58	-0.11378
K562	chr8	85450001	85500000	22	0.37137
K562	chr8	85500001	85664222	23	-0.05753
K562	chr8	85714223	85950000	45	0.06841
K562	chr8	85950001	86050000	21	-0.02697
K562	chr8	86050001	86300000	62	-0.04675
K562	chr8	86300001	86350000	30	0.00986
K562	chr8	86350001	86500000	34	-0.00635
K562	chr8	86500001	86700000	64	0.03563
K562	chr8	86700001	87350000	32	-0.13365
K562	chr8	87350001	87850000	22	-0.12937
K562	chr8	87850001	88100000	40	-0.02383
K562	chr8	88100001	88300000	28	-0.27808
K562	chr8	88300001	89100000	54	-0.08528
K562	chr8	89100001	89600000	26	-0.06605
K562	chr8	89600001	89750000	20	-0.14166
K562	chr8	89750001	89800000	20	0.04678
K562	chr8	89800001	89900000	24	-0.08465
K562	chr8	89900001	89950000	33	-0.00464
K562	chr8	89950001	90000000	44	-0.01205
K562	chr8	90000001	90050000	20	0.0369
K562	chr8	90050001	90350000	35	0.10344
K562	chr8	90350001	90600000	23	-0.07592
K562	chr8	90600001	90650000	29	-0.02148
K562	chr8	90650001	90750000	27	-0.04078
K562	chr8	90750001	91000000	58	0.04896
K562	chr8	91000001	91050000	25	0.06346
K562	chr8	91050001	91200000	40	0.03261
K562	chr8	91200001	91300000	21	-0.14136
K562	chr8	91300001	92050000	64	-0.14286
K562	chr8	92050001	92100000	39	0.01549
K562	chr8	92100001	92150000	36	-0.02961
K562	chr8	92150001	92500000	30	-0.23128
K562	chr8	92500001	92600000	21	-0.16743
K562	chr8	92600001	92950000	64	-0.09516
K562	chr8	92950001	93200000	50	0.0065
K562	chr8	93200001	93350000	27	-0.07926
K562	chr8	93350001	93550000	36	-0.19286
K562	chr8	93550001	93700000	27	-0.15464
K562	chr8	93700001	93750000	56	0.06542
K562	chr8	93750001	93800000	22	0.10015
K562	chr8	93800001	93900000	33	-0.13295
K562	chr8	93900001	93950000	35	0.12586
K562	chr8	93950001	94050000	28	-0.15471
K562	chr8	94050001	94200000	30	-0.12851
K562	chr8	94200001	94250000	36	-0.08438
K562	chr8	94250001	94450000	50	-0.03421
K562	chr8	94450001	94550000	31	-0.01021
K562	chr8	94550001	94600000	20	0.05576
K562	chr8	94600001	94700000	38	0.131
K562	chr8	94700001	94800000	30	0.09704
K562	chr8	94800001	94850000	28	0.13171
K562	chr8	94850001	94900000	40	0.09601
K562	chr8	94900001	94950000	28	0.1587
K562	chr8	94950001	95000000	26	0.17752
K562	chr8	95000001	95050000	22	0.02767
K562	chr8	95050001	95100000	32	-0.01954
K562	chr8	95100001	95200000	54	0.07419
K562	chr8	95200001	95250000	26	-0.02206
K562	chr8	95250001	95550000	49	-0.01485
K562	chr8	95550001	96100000	62	-0.06538
K562	chr8	96100001	96150000	23	0.0896
K562	chr8	96150001	96200000	47	0.03998
K562	chr8	96200001	96250000	22	-0.00577
K562	chr8	96250001	96300000	33	0.08475
K562	chr8	96300001	96350000	33	-0.0584
K562	chr8	96350001	96450000	23	-0.17632
K562	chr8	96450001	96550000	33	0.06315
K562	chr8	96550001	96600000	21	-0.12903
K562	chr8	96600001	96700000	26	0.07489
K562	chr8	96700001	96900000	38	-0.07158
K562	chr8	96900001	97050000	25	-0.17934
K562	chr8	97050001	97250000	25	-0.10077
K562	chr8	97250001	97350000	28	-0.20468
K562	chr8	97350001	97600000	39	-0.15074
K562	chr8	97600001	97750000	37	-0.03791
K562	chr8	97750001	97850000	48	0.02287
K562	chr8	97850001	97900000	32	-0.0017
K562	chr8	97900001	97950000	20	-0.04283
K562	chr8	97950001	98000000	22	-0.02488
K562	chr8	98000001	98050000	45	0.09062
K562	chr8	98050001	98100000	21	-0.14849
K562	chr8	98100001	98150000	23	0.08456
K562	chr8	98150001	98250000	35	-0.02618
K562	chr8	98250001	98400000	50	-0.09125
K562	chr8	98400001	98600000	43	0.00281
K562	chr8	98600001	98800000	22	0.03631
K562	chr8	98800001	98900000	30	-0.07195
K562	chr8	98900001	98950000	70	-0.06989
K562	chr8	98950001	99000000	24	0.02965
K562	chr8	99000001	99200000	37	0.01323
K562	chr8	99200001	99650000	38	-0.11471
K562	chr8	99650001	99850000	32	-0.08688
K562	chr8	99850001	100100000	69	-0.10265
K562	chr8	100100001	100150000	28	-0.1765
K562	chr8	100150001	100200000	35	0.08521
K562	chr8	100200001	100300000	40	-0.03631
K562	chr8	100300001	100400000	58	-0.06693
K562	chr8	100400001	100450000	27	0.00707
K562	chr8	100450001	100500000	41	-0.0458
K562	chr8	100500001	100550000	26	-0.08067
K562	chr8	100550001	100600000	30	0.01357
K562	chr8	100600001	100650000	20	-0.04672
K562	chr8	100650001	100700000	26	-0.05591
K562	chr8	100700001	100800000	33	-0.12644
K562	chr8	100800001	100850000	20	-0.09849
K562	chr8	100850001	100900000	34	-0.03824
K562	chr8	100900001	100950000	31	-0.04849
K562	chr8	100950001	101050000	67	0.07354
K562	chr8	101050001	101100000	31	0.0053
K562	chr8	101100001	101150000	42	0.02871
K562	chr8	101150001	101200000	21	-0.1028
K562	chr8	101200001	101250000	45	0.02061
K562	chr8	101250001	101350000	32	-0.12171
K562	chr8	101350001	101450000	39	-0.11576
K562	chr8	101450001	101500000	41	-0.2007
K562	chr8	101500001	101600000	41	-0.15745
K562	chr8	101600001	101650000	26	-0.23084
K562	chr8	101650001	101750000	23	-0.06927
K562	chr8	101750001	101800000	24	-0.22018
K562	chr8	101800001	101950000	33	-0.00597
K562	chr8	101950001	102100000	28	-0.13432
K562	chr8	102100001	102200000	47	-0.0919
K562	chr8	102200001	102250000	25	0.01199
K562	chr8	102250001	102400000	45	0.05111
K562	chr8	102400001	102500000	32	-0.05479
K562	chr8	102500001	102550000	24	0.08604
K562	chr8	102550001	102650000	50	0.03017
K562	chr8	102650001	102700000	42	0.1296
K562	chr8	102700001	102750000	37	-0.09093
K562	chr8	102750001	102800000	25	0.09944
K562	chr8	102800001	102850000	39	0.01611
K562	chr8	102850001	102900000	50	0.06606
K562	chr8	102900001	102950000	23	-0.07204
K562	chr8	102950001	103000000	20	-0.05396
K562	chr8	103000001	103100000	39	-0.01189
K562	chr8	103100001	103250000	77	-0.15294
K562	chr8	103250001	103350000	44	-0.07579
K562	chr8	103350001	103400000	34	-0.05925
K562	chr8	103400001	103500000	52	-0.03136
K562	chr8	103500001	103650000	27	0.01776
K562	chr8	103650001	103900000	25	-0.0525
K562	chr8	103900001	104300000	49	-0.0753
K562	chr8	104300001	104350000	30	-0.06655
K562	chr8	104350001	104400000	23	-0.15712
K562	chr8	104400001	104450000	22	-0.12567
K562	chr8	104450001	104650000	58	-0.02971
K562	chr8	104650001	104950000	36	-0.17224
K562	chr8	104950001	105300000	24	-0.00982
K562	chr8	105300001	105750000	74	-0.08592
K562	chr8	105750001	106050000	39	-0.07556
K562	chr8	106050001	106250000	28	-0.01761
K562	chr8	106250001	106400000	29	-0.124
K562	chr8	106400001	106650000	45	-0.17091
K562	chr8	106650001	106750000	27	0.06313
K562	chr8	106750001	106900000	28	-0.16431
K562	chr8	106900001	107300000	39	-0.13687
K562	chr8	107300001	107500000	40	0.12397
K562	chr8	107500001	108050000	39	0.02864
K562	chr8	108050001	108100000	30	0.03377
K562	chr8	108100001	108200000	20	-0.14398
K562	chr8	108200001	108400000	36	-0.13803
K562	chr8	108400001	108750000	47	-0.25147
K562	chr8	108750001	109050000	36	-0.13504
K562	chr8	109050001	109100000	21	-0.34102
K562	chr8	109100001	109300000	26	-0.11745
K562	chr8	109300001	109350000	29	0.0507
K562	chr8	109350001	109500000	25	-0.11481
K562	chr8	109500001	109550000	33	0.04507
K562	chr8	109550001	109600000	25	-0.07765
K562	chr8	109600001	109650000	45	-0.13125
K562	chr8	109650001	109950000	28	-0.17384
K562	chr8	109950001	110050000	32	-0.05924
K562	chr8	110050001	110800000	27	-0.16745
K562	chr8	110800001	111400000	41	-0.0903
K562	chr8	111400001	112450000	41	-0.10178
K562	chr8	112450001	113000000	46	-0.15861
K562	chr8	113000001	113400000	35	0.0288
K562	chr8	113400001	114000000	72	-0.16287
K562	chr8	114000001	114550000	27	-0.14462
K562	chr8	114550001	115250000	38	-0.2719
K562	chr8	115250001	115450000	25	-0.02974
K562	chr8	115450001	115650000	51	-0.15154
K562	chr8	115650001	115750000	40	0.0062
K562	chr8	115750001	116000000	40	-0.14366
K562	chr8	116000001	116300000	42	-0.19868
K562	chr8	116300001	116400000	21	-0.14352
K562	chr8	116400001	116500000	22	-0.22143
K562	chr8	116500001	116650000	27	-0.10373
K562	chr8	116650001	116750000	33	-0.02128
K562	chr8	116750001	116850000	50	-0.01235
K562	chr8	116850001	116900000	56	-0.04734
K562	chr8	116900001	117100000	56	0.01351
K562	chr8	117100001	117300000	28	-0.14603
K562	chr8	117300001	117500000	23	-0.25308
K562	chr8	117500001	117700000	45	-0.18139
K562	chr8	117700001	117850000	30	-0.34214
K562	chr8	117850001	117900000	23	-0.35496
K562	chr8	117900001	117950000	24	-0.23043
K562	chr8	117950001	118000000	22	-0.19522
K562	chr8	118000001	118050000	29	-0.394
K562	chr8	118050001	118100000	31	-0.123
K562	chr8	118100001	118250000	46	-0.1837
K562	chr8	118250001	118400000	33	-0.32166
K562	chr8	118400001	118500000	22	-0.35672
K562	chr8	118500001	118600000	21	-0.35678
K562	chr8	118600001	118700000	28	-0.20218
K562	chr8	118700001	118950000	55	-0.413
K562	chr8	118950001	119050000	30	-0.17665
K562	chr8	119050001	119200000	36	-0.33803
K562	chr8	119200001	119550000	76	-0.17738
K562	chr8	119550001	119600000	21	-0.16644
K562	chr8	119600001	119650000	25	-0.19164
K562	chr8	119650001	119850000	54	-0.05887
K562	chr8	119850001	119950000	64	0.00379
K562	chr8	119950001	120050000	30	-0.25448
K562	chr8	120050001	120150000	42	-0.17452
K562	chr8	120150001	120400000	26	-0.26165
K562	chr8	120400001	120500000	28	-0.17632
K562	chr8	120500001	120800000	62	-0.20982
K562	chr8	120800001	120950000	37	-0.13392
K562	chr8	120950001	121200000	41	-0.17036
K562	chr8	121200001	121600000	49	-0.3041
K562	chr8	121600001	121850000	62	-0.1136
K562	chr8	121850001	122100000	26	-0.21527
K562	chr8	122100001	122300000	26	-0.24054
K562	chr8	122300001	122450000	20	-0.37766
K562	chr8	122450001	122650000	39	-0.10895
K562	chr8	122650001	122700000	27	-0.12017
K562	chr8	122700001	122750000	20	-0.15264
K562	chr8	122750001	122800000	35	-0.00864
K562	chr8	122800001	122850000	36	0.07197
K562	chr8	122850001	122900000	23	0.02936
K562	chr8	122900001	122950000	24	0.02402
K562	chr8	122950001	123000000	30	0.15618
K562	chr8	123000001	123050000	55	0.11639
K562	chr8	123050001	123150000	43	0.07729
K562	chr8	123150001	123200000	61	0.02895
K562	chr8	123200001	123250000	44	0.00749
K562	chr8	123250001	123350000	51	0.18671
K562	chr8	123350001	123400000	26	0.0817
K562	chr8	123400001	123450000	33	0.13487
K562	chr8	123450001	123500000	21	0.00614
K562	chr8	123500001	123550000	47	0.0058
K562	chr8	123550001	123600000	24	-0.07357
